# time = 2.153424e+01 s
# int time = 500.000000 us
# N V wl(nm) I(wl) E(eV) I(E)
0	4067	199.418634	-282.097134	6.217282	-9048.358295
1	3140	199.895625	-1205.809442	6.202446	-38863.146461
2	3140	200.372588	-1205.809442	6.187682	-39046.109460
3	3131	200.849524	-1214.775055	6.172989	-39525.122845
4	3962	201.326432	-386.754060	6.158366	-12644.031226
5	3916	201.803313	-432.601081	6.143813	-14209.003305
6	4308	202.280167	-41.850322	6.129330	-1381.142180
7	4018	202.756993	-330.938109	6.114916	-10973.496702
8	4056	203.233792	-293.061601	6.100570	-9762.661776
9	4072	203.710564	-277.113254	6.086292	-9275.037755
10	4078	204.187308	-271.132570	6.072081	-9117.679464
11	4104	204.664024	-245.215938	6.057938	-8284.157072
12	4168	205.140714	-181.418781	6.043861	-6157.673223
13	4188	205.617376	-161.481466	6.029850	-5506.645069
14	4177	206.094010	-172.447031	6.015905	-5907.493492
15	4100	206.570617	-249.203148	6.002024	-8576.729522
16	4102	207.047197	-247.209545	5.988209	-8547.702443
17	4134	207.523749	-215.311444	5.974458	-7478.607181
18	4218	208.000274	-131.574855	5.960771	-4591.274530
19	4289	208.476772	-60.792764	5.947146	-2131.151768
20	4170	208.953242	-179.425065	5.933585	-6318.319071
21	4332	209.429684	-17.922564	5.920087	-634.032632
22	4360	209.906100	9.993816	5.906650	355.165924
23	4262	210.382488	-87.710419	5.893275	-3131.077206
24	4227	210.858848	-122.602721	5.879961	-4396.653136
25	4172	211.335181	-177.431345	5.866708	-6391.862769
26	4296	211.811487	-53.814007	5.853516	-1947.251045
27	4243	212.287765	-106.652087	5.840383	-3876.699362
28	4236	212.764016	-113.630517	5.827310	-4148.667563
29	4252	213.240239	-97.679757	5.814296	-3582.412650
30	4170	213.716435	-179.425065	5.801341	-6610.086364
31	4344	214.192604	-5.958489	5.788444	-220.479489
32	4406	214.668745	55.858008	5.775605	2076.164900
33	4375	215.144858	24.949315	5.762824	931.396595
34	4402	215.620945	51.869739	5.750100	1945.027902
35	4468	216.097004	117.678108	5.737432	4432.399545
36	4468	216.573035	117.678108	5.724821	4451.700732
37	4539	217.049039	188.476646	5.712266	7161.612443
38	4415	217.525015	64.831667	5.699767	2474.339003
39	4543	218.000965	192.465443	5.687323	7377.333928
40	4229	218.476886	-120.608904	5.674934	-4643.403623
41	4309	218.952781	-40.853343	5.662599	-1579.614779
42	4290	219.428647	-59.795802	5.650319	-2322.182723
43	4330	219.904487	-19.916564	5.638093	-776.780931
44	4367	220.380299	16.973023	5.625920	664.870781
45	4341	220.856083	-8.949520	5.613800	-352.101243
