# time = 2.203429e+01 s
# int time = 500.000000 us
# N V wl(nm) I(wl) E(eV) I(E)
0	4071	199.418634	-276.812140	6.217282	-8878.840364
1	3142	199.895625	-1202.519186	6.202446	-38757.101781
2	3140	200.372588	-1204.511550	6.187682	-39004.081583
3	3133	200.849524	-1211.484809	6.172989	-39418.068127
4	3984	201.326432	-363.528763	6.158366	-11884.733755
5	3895	201.803313	-452.232824	6.143813	-14853.817910
6	4300	202.280167	-48.528235	6.129330	-1601.526318
7	4000	202.756993	-347.581325	6.114916	-11525.365052
8	4060	203.233792	-287.776642	6.100570	-9586.605727
9	4084	203.710564	-263.853966	6.086292	-8831.246671
10	4040	204.187308	-307.711853	6.072081	-10347.772082
11	4088	204.664024	-259.866808	6.057938	-8779.109040
12	4210	205.140714	-138.252136	6.043861	-4692.521183
13	4176	205.617376	-172.146004	6.029850	-5870.314209
14	4253	206.094010	-95.384936	6.015905	-3267.588217
15	4115	206.570617	-232.953152	6.002024	-8017.459602
16	4083	207.047197	-264.850754	5.988209	-9157.678105
17	4128	207.523749	-219.994511	5.974458	-7641.268377
18	4198	208.000274	-150.214790	5.960771	-5241.710802
19	4298	208.476772	-50.522177	5.947146	-1771.105972
20	4200	208.953242	-148.221023	5.933585	-5219.492142
21	4337	209.429684	-11.639657	5.920087	-411.767114
22	4372	209.906100	23.256090	5.906650	826.488181
23	4220	210.382488	-128.283162	5.893275	-4579.438695
24	4186	210.858848	-162.177322	5.879961	-5815.836906
25	4197	211.335181	-151.211672	5.866708	-5447.314049
26	4346	211.811487	-2.666572	5.853516	-96.489472
27	4278	212.287765	-70.461403	5.840383	-2561.203276
28	4265	212.764016	-83.421709	5.827310	-3045.739353
29	4248	213.240239	-100.369577	5.814296	-3681.061986
30	4181	213.716435	-167.161674	5.801341	-6158.298454
31	4368	214.192604	19.267948	5.788444	712.963884
32	4408	214.668745	59.150039	5.775605	2198.525156
33	4393	215.144858	44.194080	5.762824	1649.833506
34	4455	215.620945	106.013417	5.750100	3975.324693
